ID,LABNR,C14AGE,C14STD,C13,MATERIAL,SPECIES,COUNTRY,SITE,PERIOD,CULTURE,PHASE,LOCUS,LATITUDE,LONGITUDE,METHOD,CALAGE,CALSTD,REFERENCE,NOTICE
154,VERA-233B,5429,30,0,bone,human,Austria,Bernhardsthal ,Neolithic,Mährish-bemalt,MOG II b,Opfergrube,48.6925,16.8692,14C,4290,30,Stadler 2006,Stadler 2005/2006
155,VERA-232,5318,34,0,bone,human,Austria,Bisamberg,Neolithic,Mährish-bemalt,MOG II b,Pit 7,48.3316,16.3615,14C,4150,70,Stadler 2006,Stadler 2005/2006
156,Bln-1537,3225,60,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Balkenlage unter Wallresten (1974),48.198,15.763,14C,1510,70,Stadler 1995,
157,Bln-1539,3095,60,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Balkenlage unter Wallresten (1974),48.198,15.763,14C,1340,70,Stadler 1995,
158,Bln-1540,3360,60,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,pit 107 (1974),48.198,15.763,14C,1650,80,Stadler 1995,
159,Bln-1618,3315,60,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,pit 107 (1974),48.198,15.763,14C,1600,70,Stadler 1995,
160,Bln-2481,3435,61,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,sondage R24/197,48.198,15.763,14C,1760,90,Stadler 1995,
161,Bln-2482,3275,51,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,nd,48.198,15.763,14C,1550,60,Stadler 1995,
162,Bln-2620,3340,150,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,quadrant 017/1979,48.198,15.763,14C,1650,180,Stadler 1995,
163,Bln-2888,3370,60,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,quadrant N23/1979,48.198,15.763,14C,1660,80,Stadler 1995,
164,VRI-493,3060,30,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Balkenlage unter Wall,48.198,15.763,14C,1320,50,Stadler 1995,
165,VRI-494,2860,91,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Balkenlage unter Wall,48.198,15.763,14C,1050,120,Stadler 1995,
166,VRI-495,2640,80,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Balenlage nter Wall,48.198,15.763,14C,770,120,Stadler 1995,
167,VRI-496,2900,90,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Speichergube 107,48.198,15.763,14C,1100,120,Stadler 1995,
168,VRI-497,2940,90,0,charcoal,nd,Austria,Böheimkirchen,Bronze Age,Vetefov,nd,Speichergube 107,48.198,15.763,14C,1150,130,Stadler 1995,
169,ETH-11122,6520,55,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5470,60,,
170,ETH-11123,6260,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5200,100,,
171,ETH-11124,6470,55,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5430,50,,
172,ETH-11125,6235,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5180,100,,
173,ETH-11126,6150,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5090,100,,
174,ETH-11127,6520,50,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5470,50,,
175,ETH-11128,6360,60,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5350,70,,
176,ETH-11129,6265,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5210,100,,
177,ETH-11130,6365,55,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5360,70,,
178,ETH-11131,6485,80,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5440,70,,
179,ETH-11132,6320,65,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5300,80,,
180,ETH-11133,6395,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5380,70,,
181,ETH-11134,6325,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5310,80,,
182,ETH-11137,6285,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5240,90,,
183,ETH-11138,6390,65,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5380,70,,
184,ETH-11139,6470,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5430,70,,
185,ETH-11140,6265,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5210,100,,
186,ETH-11141,6660,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5580,60,,
187,ETH-11143,6505,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Altheim,nd,settlement,48.1092,16.292,14C,5460,70,,
188,ETH-11145,6480,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5440,70,,
189,ETH-11146,6315,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5300,80,,
190,ETH-11147,6365,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5350,80,,
191,ETH-11148,6785,75,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5690,60,,
192,ETH-11149,6335,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5320,80,,
193,ETH-11150,6360,70,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5350,80,,
194,ETH-13537,6565,85,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5520,80,,
195,ETH-13538,6605,85,0,charcoal,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,settlement,48.1092,16.292,14C,5550,60,,
196,ETH-14827,6460,70,0,bone,nd,Austria,Brunn am Gebirge,Neolithic,Linienbandkeramik,Earliest Linienbandkeramik,single grave,48.1092,16.292,14C,5420,60,,
197,VERA-413,5344,33,0,bone,human,Austria,Ebelsberg,Neolithic,Mährish-bemalt,MOG II b,Burial 1,48.2455,14.328,14C,4170,70,Stadler 2006,Stadler 2005/2006
198,Bln-1984,5795,55,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4640,70,,
199,Bln-1986,5660,60,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4490,70,,
200,Bln-2002,5735,60,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4590,80,,
201,Bln-235,5540,50,0,charcoal,nd,Austria,Falkenstein,Neolithic,nd,Lengyel b,nd,48.7,16.5667,14C,4390,50,Stadler 1995,
202,Bln-2598,5440,75,0,charcoal,nd,Austria,Falkenstein,Neolithic,nd,Lengyel Ib,nd,48.7,16.5667,14C,4260,90,Stadler 1995,
203,KN-2597,5800,65,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4650,80,,
204,KN-2598,5540,75,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4390,70,,
205,KN-2787,5970,75,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4860,90,,
206,KN-2788,5980,70,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,4870,90,,
207,VRI-577,5140,90,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,Ia/Ib,settlement,48.7,16.5667,14C,3930,120,,
208,VRI-577A,5430,260,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,nd,settlement,48.7,16.5667,14C,4260,280,,
209,VRI-577B,5250,110,0,charcoal,nd,Austria,Falkenstein,Neolithic,Lengyel,nd,settlement,48.7,16.5667,14C,4090,130,,
210,GrN-11895,3690,40,0,bone,human,Austria,Feuersbrunn,Bronze Age,Aunjetitz,nd,grave,48.4398,15.7881,14C,2080,60,Stadler 1995,
211,VRI-207,5660,100,0,charcoal,nd,Austria,Frankenau,Neolithic,Linienbandkeramik,nd,settlement,47.4498,16.6082,14C,4520,120,,
212,Bln-3201,3480,50,0,charcoal,nd,Austria,Franzhausen,Neolithic,Unterwölbling,nd,grave,48.3544,15.7175,14C,1800,70,Stadler 1995,
213,Bln-3204,3550,60,0,charcoal,nd,Austria,Franzhausen,Neolithic,Unterwölbling,nd,grave,48.3544,15.7175,14C,1880,90,Stadler 1995,
214,Bln-3337,3440,61,0,charcoal,nd,Austria,Franzhausen,Neolithic,Unterwölbling,nd,grave,48.3544,15.7175,14C,1760,90,Stadler 1995,
215,VERA-868,4510,40,-18.9,bone,nd,Austria,Franzhausen,Chalcolithic,Baden,Baden-Ossarn I,"grave, 206",48.3544,15.7175,14C,3220,90,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
216,KN-2455,6090,55,0,charcoal,nd,Austria,Frauenhofen,Neolithic,Stichbandkeramik,Stbk. II/III,"pit 14, F Nr.49",48.68,15.6,14C,5030,100,"Breunig 1987, 150, 163",--
217,KN-2455,6091,55,0,charcoal,nd,Austria,Frauenhofen,Neolithic,Stbk. II/III,nd,"pit 14, F Nr.49",48.68,15.6,14C,5030,100,Stadler 1995,"Breunig 1987, 163"
218,KN-2567,5860,185,0,charcoal,nd,Austria,Frauenhofen,Neolithic,Stichbandkeramik,nd,nd,48.68,15.6,14C,4750,220,"Breunig 1987, 150, 163",--
219,VERA-1976,5888,31,0,bone,human,Austria,Friebritz,Neolithic,Mährish-bemalt,MOG Ia1,Burial 130,48.65,16.4166,14C,4760,40,Stadler 2006,Stadler 2005/2006
220,VERA-1977,5826,32,0,bone,human,Austria,Friebritz,Neolithic,Mährish-bemalt,MOG Ia3,Burial 134,48.65,16.4166,14C,4680,50,Stadler 2006,Stadler 2005/2006
221,VERA-1978,5847,30,0,bone,human,Austria,Friebritz,Neolithic,Mährish-bemalt,MOG Ia2,Burial 135,48.65,16.4166,14C,4720,40,Stadler 2006,Stadler 2005/2006
222,VERA-3224,5747,34,0,bone,animal,Austria,Friebritz,Neolithic,Lengyel,nd,"Filling 1, Main Ditch of Kreisgrabenanlage",48.65,16.4166,14C,4600,60,Stadler 2005/2006,
223,VERA-3225,5791,25,0,bone,animal,Austria,Friebritz,Neolithic,Lengyel,nd,"Filling 1, Main Ditch of Kreisgrabenanlage",48.65,16.4166,14C,4640,40,Stadler 2005/2006,
224,VERA-3226,5836,34,0,bone,animal,Austria,Friebritz,Neolithic,Lengyel,nd,"Filling 1, Main Ditch of Kreisgrabenanlage",48.65,16.4166,14C,4690,60,Stadler 2005/2006,
225,VERA-409,5857,37,0,bone,human,Austria,Friebritz,Neolithic,Lengyel,nd,"Burial, filling 13",48.65,16.4166,14C,4730,50,Stadler 2005/2006,
226,VERA-869,4530,50,-20.8,bone,Bos,Austria,"Girm, Göllnergasse/Hotterweg",Chalcolithic,Baden,Baden-Ossarn I,"pit, 9",47.6001,16.6098,14C,3230,100,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
227,VERA-875,4565,45,-20.8,bone,Bos,Austria,"Girm, Göllnergasse/Hotterweg",Chalcolithic,Baden,Baden-Ossarn I,"pit, 12",47.6001,16.6098,14C,3260,110,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
228,VERA-1949,5918,36,0,bone,animal,Austria,Glaubendorf,Neolithic,Lengyel,nd,Ditch 1,48.5087,15.9426,14C,4790,50,Stadler 2005/2006,
229,VERA-1950,5745,37,0,bone,animal,Austria,Glaubendorf,Neolithic,Lengyel,nd,Ditch 1,48.5087,15.9426,14C,4600,60,Stadler 2005/2006,
230,VERA-1951,5860,35,0,bone,animal,Austria,Glaubendorf,Neolithic,Lengyel,nd,Ditch 1,48.5087,15.9426,14C,4730,40,Stadler 2005/2006,
231,VERA-1952,5838,31,0,bone,animal,Austria,Glaubendorf,Neolithic,Lengyel,nd,Ditch 1,48.5087,15.9426,14C,4700,50,Stadler 2005/2006,
232,VERA-1953,5864,32,0,bone,animal,Austria,Glaubendorf,Neolithic,Lengyel,nd,Ditch 1,48.5087,15.9426,14C,4740,40,Stadler 2005/2006,
233,VERA-876,4770,55,-19.1,bone,Bos,Austria,"Grub an der March, Unterhaspel",Chalcolithic,Baden,Boleráz,"pit, feature 21/NW half/Sig. 97",48.416,16.837,14C,3530,90,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
234,VERA-877,4760,50,-21.7,bone,Bos taurus,Austria,"Grub an der March, Unterhaspel",Chalcolithic,Baden,Boleráz,"pit, feature 28/Sig. 53",48.416,16.837,14C,3520,90,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
235,VERA-878,4790,55,-21.9,bone,Bos taurus,Austria,"Grub an der March, Unterhaspel",Chalcolithic,Baden,Boleráz,"pit, feature 50/NW half/Sig.94",48.416,16.837,14C,3560,60,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
236,Bln-2227,5935,50,0,charcoal,nd,Austria,Guttenbrunn,Neolithic,Late Notenkopfkeramik,nd,nd,48.75,16.5833,14C,4820,70,,
237,VERA-880,4510,45,0,bone,animal,Austria,Hadersdorf,Neolithic,Baden,Baden-Ossarn I,Obj. 46 pit,48.4558,15.7205,14C,3220,90,Stadler 2001,
238,VERA-881,4485,40,0,bone,Bos?,Austria,Hadersdorf,Neolithic,Baden,Baden-Ossarn I,Obj. 68,48.4558,15.7205,14C,3200,100,Stadler 2001,
239,VRI-438,4460,100,0,nd,nd,Austria,Hafnersee,Neolithic,Mondsee,nd,nd,46.5833,14.1333,14C,3150,160,,
240,VERA-730,4210,50,-26.8,charcoal,fagus,Austria,Hatzenbach,Chalcolithic,Baden,Baden culture,"house, V5",48.429,16.217,14C,2790,90,"Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.",
241,VERA-236,5738,32,0,bone,animal,Austria,Hollabrunn,Neolithic,Lengyel,nd,Pit 25,48.5632,16.0771,14C,4590,60,Stadler 2005/2006,
242,VERA-237,5694,61,0,bone,animal,Austria,Hollabrunn,Neolithic,Lengyel,nd,Pit 25,48.5632,16.0771,14C,4540,80,Stadler 2005/2006,
243,VERA-238,5761,57,0,bone,animal,Austria,Hollabrunn,Neolithic,Mährish-bemalt,MOG Ib,Pit 27,48.5632,16.0771,14C,4610,70,Stadler 2006,Stadler 2005/2006
244,VERA-239,5692,33,0,bone,animal,Austria,Hollabrunn,Neolithic,Mährish-bemalt,MOG Ib,Pit 27,48.5632,16.0771,14C,4520,40,Stadler 2006,Stadler 2005/2006
245,VERA-3434,7767,32,0,bone,animal,Austria,Immendorf,Neolithic,Lengyel,nd,Sedimentation zone 2,48.6333,16.1,14C,6590,50,Stadler 2005/2006,
246,VERA-3435,5850,36,0,bone,animal,Austria,Immendorf,Neolithic,Lengyel,nd,Sedimentation zone 1,48.6333,16.1,14C,4720,50,Stadler 2005/2006,
247,VERA-3436,5817,41,0,bone,animal,Austria,Immendorf,Neolithic,Lengyel,nd,Sedimentation zone 1,48.6333,16.1,14C,4670,60,Stadler 2005/2006,
248,VERA-1955,5744,33,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ia,Befund 1,48.6102,15.6573,14C,4600,60,Stadler 2006,Stadler 2005/2006
249,VERA-1956,5740,31,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ia,Befund 18,48.6102,15.6573,14C,4600,60,Stadler 2006,Stadler 2005/2006
250,VERA-1958,5796,36,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ib,Befund 20,48.6102,15.6573,14C,4640,50,Stadler 2006,Stadler 2005/2006
251,VERA-1959,5818,31,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ib,"Ditch I,Horizon a",48.6102,15.6573,14C,4670,50,Stadler 2006,Stadler 2005/2006
252,VERA-1960,5753,32,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ia,"Ditch II, Horizon a",48.6102,15.6573,14C,4610,60,Stadler 2006,Stadler 2005/2006
253,VERA-1962,5719,34,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ib,Befund 82,48.6102,15.6573,14C,4560,60,Stadler 2006,Stadler 2005/2006
254,VERA-1963a,5740,28,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ia,Befund 83,48.6102,15.6573,14C,4600,50,Stadler 2006,Stadler 2005/2006
255,VERA-1963b,5769,36,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ia,Befund 83,48.6102,15.6573,14C,4620,50,Stadler 2006,Stadler 2005/2006
256,VERA-1964,5766,33,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ia,"Ditch II, Horizon a",48.6102,15.6573,14C,4620,50,Stadler 2006,Stadler 2005/2006
257,VERA-1965,5713,39,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ib,Befund 79,48.6102,15.6573,14C,4560,60,Stadler 2006,Stadler 2005/2006
258,VERA-1966,5768,31,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ib,"Ditch I,Horizon a",48.6102,15.6573,14C,4620,50,Stadler 2006,Stadler 2005/2006
259,VERA-1967,5772,33,0,bone,animal,Austria,Kamegg,Neolithic,Mährish-bemalt,MOG Ib,"Ditch I,Horizon a",48.6102,15.6573,14C,4620,50,Stadler 2006,Stadler 2005/2006
260,VERA-1968,5743,32,0,bone,animal,Austria,Kamegg,Neolithic,Lengyel,nd,nd,48.6102,15.6573,14C,4600,60,Stadler 2005/2006,
261,VRI-896,5700,90,0,charcoal,nd,Austria,Kamegg,Neolithic,Lengyel Ia,nd,"innerer Kreisgraben II, unterster Bereich",48.6102,15.6573,14C,4550,110,Stadler 1995,
262,VERA-1954,5844,34,0,bone,animal,Austria,Kamegg ,Neolithic,Mährish-bemalt,MOG Ia,Befund 48,48.6102,15.6573,14C,4710,50,Stadler 2006,Stadler 2005/2006
263,VERA-1957,5792,31,0,bone,animal,Austria,Kamegg ,Neolithic,Mährish-bemalt,MOG Ia,Befund 25,48.6102,15.6573,14C,4640,50,Stadler 2006,Stadler 2005/2006
264,VERA-1961,5790,31,0,bone,animal,Austria,Kamegg ,Neolithic,Mährish-bemalt,MOG Ia,Befund 65,48.6102,15.6573,14C,4640,50,Stadler 2006,Stadler 2005/2006
265,VRI-1549,5290,60,0,wood,nd,Austria,Keutschacher See,Neolithic,Epilengyel,nd,Pfahl v. Pfahlbau,46.5856,14.1603,14C,4130,90,Stadler 1995,
266,VRI-1550,5230,60,0,wood,nd,Austria,Keutschacher See,Neolithic,Epilengyel,nd,Pfahl v. Pfahlbau,46.5856,14.1603,14C,4080,100,Stadler 1995,
267,VRI-400,5120,150,0,wood,nd,Austria,Keutschacher See,Neolithic,Epi-Lengyel,nd,settlement,46.5856,14.1603,14C,3940,180,,
268,VRI-439,4900,100,0,wood,nd,Austria,Keutschacher See,Neolithic,Epi-Lengyel,nd,settlement,46.5856,14.1603,14C,3700,120,,
269,H-1327/1046,4682,80,0,charcoal,nd,Austria,Kicking,Neolithic,Cham,nd,nd,48.2818,15.4636,14C,3480,100,,
270,OxA-22936,6228,34,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase I b ?,Grave 55,48.6643,16.5905,14C,5190,80,Neugebauer-Maresch 2015,
271,oxa-22937,6156,33,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,Grave 17,48.6643,16.5905,14C,5110,70,Neugebauer-Maresch 2015,
272,oxa-22938,6148,32,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,Grave 17,48.6643,16.5905,14C,5110,70,Neugebauer-Maresch 2015,
273,oxa-22939,6117,34,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,Grave 26,48.6643,16.5905,14C,5080,80,Neugebauer-Maresch 2015,
274,oxa-22940,6215,32,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase II b,Grave 57,48.6643,16.5905,14C,5170,70,Neugebauer-Maresch 2015,
275,oxa-22941,6214,32,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,G.1a,48.6643,16.5905,14C,5170,70,Neugebauer-Maresch 2015,
276,oxa-22942,5910,33,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,G.1b,48.6643,16.5905,14C,4780,40,Neugebauer-Maresch 2015,
277,oxa-22943,6118,32,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase III,G.1c,48.6643,16.5905,14C,5080,80,Neugebauer-Maresch 2015,
278,oxa-23220,6027,36,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,G.7,48.6643,16.5905,14C,4920,60,Neugebauer-Maresch 2015,
279,vera-2164,6120,40,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase II / III,Grave 29,48.6643,16.5905,14C,5080,80,Neugebauer-Maresch 2015,
280,vera-2165,6030,45,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,Grave 32,48.6643,16.5905,14C,4920,60,Neugebauer-Maresch 2015,
281,vera-2166,6090,35,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase I b /III,Grave 40,48.6643,16.5905,14C,5010,50,Neugebauer-Maresch 2015,
282,vera-2167,6090,50,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase II a,Grave 56,48.6643,16.5905,14C,5030,90,Neugebauer-Maresch 2015,
283,vera-2168,6130,45,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,nd,Grave 59,48.6643,16.5905,14C,5090,80,Neugebauer-Maresch 2015,
284,vera-2169,6015,45,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase II a2,Grave 67-1,48.6643,16.5905,14C,4910,60,Neugebauer-Maresch 2015,
285,vera-2170,6135,35,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase I b,Grave 69,48.6643,16.5905,14C,5100,80,Neugebauer-Maresch 2015,
286,vera-2171,6060,35,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase II b,Grave 79,48.6643,16.5905,14C,4960,50,Neugebauer-Maresch 2015,
287,vera-2172,6155,35,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase III,Grave 80,48.6643,16.5905,14C,5110,70,Neugebauer-Maresch 2015,
288,vera-2173,6215,35,0,bone,human,Austria,Kleinhadersdorf,Neolithic,Linienbandkeramik,Phase I b /III,Grave 81,48.6643,16.5905,14C,5170,80,Neugebauer-Maresch 2015,
289,OxA-3881,3435,60,-20.7,bone,pig,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 923,47.3333,13.1833,14C,1760,90,Stadler 1995,
290,OxA-3882,3420,65,-20.9,bone,pig,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 925,47.3333,13.1833,14C,1740,100,Stadler 1995,
291,OxA-3883,3370,75,-28.1,seeds,Pisum,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 925,47.3333,13.1833,14C,1660,100,Stadler 1995,
292,OxA-3897,3270,80,-20.2,bone,sheep,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 493,47.3333,13.1833,14C,1550,90,Stadler 1995,
293,OxA-3898,3190,75,-25.4,seeds,Hordeum vulgare,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 493,47.3333,13.1833,14C,1460,90,Stadler 1995,
294,OxA-3899,3275,75,-25.1,seeds,Hordeum vulgare,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 758,47.3333,13.1833,14C,1560,80,Stadler 1995,
295,OxA-3900,3400,75,-20.6,bone,sheep,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 1235,47.3333,13.1833,14C,1710,110,Stadler 1995,
296,OxA-3901,3160,70,-24.1,seeds,Hordeum vulgare,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 1168,47.3333,13.1833,14C,1410,90,Stadler 1995,
297,OxA-3902,3270,75,-20.4,bone,pig,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 813,47.3333,13.1833,14C,1550,80,Stadler 1995,
298,OxA-3903,3340,85,-20.9,bone,pig,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 358,47.3333,13.1833,14C,1630,100,Stadler 1995,
299,OxA-3905,3390,80,-23.8,seeds,Pisum,Austria,Klinglberg,Bronze Age,early Bronze Age,nd,context 460,47.3333,13.1833,14C,1700,110,Stadler 1995,
